D0_R1	D0_R2	D0_R3	D7_R1	D7_R2	D7_R3	D14_R1	D14_R2	D14_R3
CRYL1	25686	10353	11055	26945	25954	11949	19392	19676	20408
LOC105611675	1	0	5	3	1	2	0	0	0
GJB6	32	0	43	24	45	4	47	30	26
LOC114116620	54	18	20	44	50	23	65	19	32
GJB2	780	216	396	162	140	208	410	340	466
GJA3	112	52	16	17	24	8	72	39	88
ZMYM2	1520	960	988	666	698	1200	796	716	1171
ZMYM5	840	581	543	546	420	749	441	448	741
PSPC1	749	460	437	550	552	734	340	312	605
MPHOSPH8	647	481	559	432	406	527	464	441	670
PARP4	1822	1034	1283	680	599	983	1032	940	1403
LOC114116740	8	2	3	10	8	6	5	3	10
TRNAG-UCC_27	0	0	2	0	0	0	0	0	0
CENPJ	133	80	78	101	74	124	82	83	128
RNF17	2	1	4	6	0	0	2	0	1
ATP12A	23	15	9	8	17	36	9	14	39
LOC114116652	0	0	0	0	0	0	0	0	0
LOC114116653	0	0	0	0	0	0	0	0	0
LOC114116692	0	0	0	0	0	0	0	0	0
LOC114116733	0	0	0	0	0	0	0	0	0
PCDH9	47	9	59	13	17	31	35	38	13
TRNAW-CCA_85	0	0	0	0	0	0	0	0	0
KLHL1	0	0	1	0	0	0	0	0	0
LOC114116769	0	0	0	0	0	0	0	0	0
LOC114116771	0	0	0	26	36	8	6	4	6
LOC114116730	0	0	0	0	0	0	0	0	0
DACH1	1387	780	801	715	598	1048	629	595	1032
LOC114116623	0	4	0	1	0	4	3	4	3
LOC114116658	0	0	0	0	0	0	0	0	0
LOC114116659	0	0	0	0	0	0	0	0	0
MZT1	183	121	125	192	160	221	86	136	283
BORA	64	48	22	35	30	84	22	42	64
DIS3	640	377	349	311	261	616	294	263	427
PIBF1	148	84	132	126	103	167	91	87	215
KLF5	72	40	80	76	52	110	49	67	93
TRNAG-UCC_28	0	0	0	0	0	0	0	0	0
LOC105609591	0	0	0	0	0	0	0	0	0
LOC106991372	0	0	0	0	0	0	0	0	0
KLF12	1167	642	818	340	252	687	456	278	667
LOC114116624	2	1	2	0	0	0	2	1	0
TRNAE-CUC_26	0	0	0	0	0	0	0	0	0
TBC1D4	752	740	543	509	423	1959	503	584	780
TRNAC-GCA_180	0	4	0	0	0	0	0	0	0
LOC114116660	2	1	1	0	0	2	5	3	1
COMMD6	1579	849	1132	1370	1026	1048	739	754	1676
UCHL3	315	272	250	354	279	203	232	218	384
LMO7	1902	1746	1425	1574	1458	2747	1065	1339	1291
LOC114116662	0	0	0	0	0	0	0	0	0
LOC114116731	0	0	0	0	0	0	0	0	0
KCTD12	4017	2062	2124	1724	1255	4237	1325	1810	2662
LOC114116753	0	0	0	0	0	0	0	0	0
ACOD1	4	11	4	3	3	5	3	7	7
CLN5	1442	959	949	993	821	855	893	889	1181
FBXL3	2458	1374	1799	1331	1045	1615	1029	1325	1781
LOC114116625	16	15	2	9	4	30	8	5	15
MYCBP2	1946	1215	1485	607	549	1268	966	937	1422
SCEL	4	0	0	0	0	4	1	0	0
SLAIN1	211	130	93	83	103	160	122	94	143
EDNRB	1604	844	1094	1021	793	1896	615	867	1091
POU4F1	25	1	3	22	25	4	17	11	13
RNF219	357	184	188	145	183	380	128	118	273
LOC114116744	0	0	0	0	0	0	0	0	0
LOC114116747	0	0	0	0	0	0	0	0	0
LOC114116742	0	0	0	0	0	0	0	0	0
RBM26	1885	1338	1051	924	837	2143	857	1090	2018
LOC105607736	114	68	87	97	95	74	86	70	113
NDFIP2	3184	1912	2324	1337	1132	2581	1152	1525	2883
SPRY2	843	468	448	532	503	668	500	438	607
LOC114116627	2	0	0	7	0	1	0	2	0
LOC105607734	0	0	0	0	1	1	0	0	0
SLITRK1	17	13	16	27	7	15	7	16	10
LOC105605916	8	131	0	0	0	4	3	0	22
LOC114116628	3	0	2	0	2	2	1	0	0
SLITRK6	13	23	6	3	5	17	10	9	8
LOC114116766	0	0	0	0	0	0	0	0	0
TRNAR-CCU_12	0	0	0	0	0	0	0	0	0
LOC101117224	10	0	0	0	0	0	6	1	4
LOC101116709	0	0	0	0	0	0	0	0	0
LOC101121660	0	0	0	0	0	0	0	0	0
LOC101121400	0	0	0	0	0	0	0	0	0
LOC105605423	3	4	2	0	5	4	2	0	1
SLITRK5	156	126	142	100	93	250	54	115	234
LOC114116664	13	8	4	22	19	19	5	18	14
LOC106991388	20	20	12	0	4	5	6	5	39
LOC106991389	0	17	0	0	0	3	0	0	7
TRNAW-CCA_86	0	0	0	0	0	0	0	0	0
LOC114116700	44	26	31	12	17	10	11	11	29
MIR17	0	0	0	0	0	0	0	0	0
MIR19B	0	0	0	0	0	0	0	0	0
GPC5	5	14	13	13	2	17	1	20	4
LOC105613864	2	0	2	0	0	2	0	0	12
LOC114116667	0	23	0	0	0	0	0	0	0
LOC106991366	8	5	0	0	0	17	0	2	25
LOC114116735	0	0	0	0	0	0	0	0	0
GPC6	2529	1653	652	714	560	154	1567	1253	1661
LOC105610591	0	0	0	0	0	0	0	0	0
TRNAE-UUC_62	0	0	0	0	0	0	0	0	0
TRNAG-CCC_69	0	0	0	0	0	0	0	0	0
LOC114116629	3	2	12	1	12	0	5	1	0
DCT	2	0	4	0	0	0	0	0	1
TRNAF-GAA_8	0	0	0	0	0	0	0	0	0
TGDS	583	349	442	429	377	464	293	272	434
GPR180	293	187	181	182	159	247	121	158	320
LOC114116759	0	1	0	0	0	0	0	0	1
SOX21	3	3	0	0	0	0	0	1	1
LOC105612090	3	5	1	2	7	3	1	1	4
TRNAG-CCC_70	0	0	0	0	0	0	0	0	0
TRNAG-CCC_71	0	0	0	0	0	0	0	0	0
LOC101106534	426	189	266	97	83	172	275	195	325
LOC101106781	5	0	0	0	0	0	0	0	0
LOC114116669	44	21	23	17	13	52	23	2	64
LOC101109370	4	1	1	0	0	0	0	1	0
LOC114116631	10	6	7	9	1	7	0	6	29
LOC114116701	0	0	0	0	0	0	0	0	0
LOC114116670	22	6	1	0	0	0	0	0	1
LOC114116632	155	98	50	354	470	208	136	119	327
LOC114116634	0	0	0	0	0	0	0	0	0
LOC114116633	0	3	0	2	2	4	0	1	5
LOC106991387	0	0	0	5	0	0	0	0	10
LOC114116635	0	0	0	0	1	0	0	0	0
LOC114116672	3	0	1	0	0	1	0	0	1
LOC105616215	23	329	7	10	19	15	6	0	15
LOC105614203	27	4	0	0	2	12	20	2	46
LOC101104054	45	40	30	9	3	23	8	17	88
LOC101108321	1	3	2	1	0	0	1	0	0
LOC114116636	17	2	0	0	0	10	0	5	7
LOC114116674	3	1	0	0	0	7	0	1	4
LOC114116675	32	13	4	1	1	17	4	6	33
LOC101107772	20	22	12	0	3	25	0	1	74
LOC105605961	5	3	6	0	0	7	2	1	23
LOC101109626	1	0	5	7	1	0	0	0	0
LOC101109890	18	14	11	0	2	6	17	4	9
LOC114116639	0	0	0	0	0	0	0	0	0
LOC114116702	0	1	0	0	0	0	0	2	0
CLDN10	5990	4180	4538	4236	3752	3947	3802	3819	6412
LOC114116640	1	0	1	0	0	34	2	1	4
DZIP1	1067	621	753	547	497	1077	525	551	720
DNAJC3	7261	3545	5710	2843	2296	3820	3461	3948	6583
UGGT2	98	142	229	79	83	82	127	51	106
HS6ST3	0	7	5	5	0	6	9	11	23
OXGR1	12	32	16	18	5	17	22	6	34
MBNL2	2809	1509	2111	1104	897	2219	1099	1277	1724
RAP2A	326	259	215	212	177	406	190	225	336
IPO5	4269	2664	2670	2214	2066	3051	1814	2266	3701
FARP1	7892	3949	3991	3602	3687	4855	5521	4878	5516
STK24	1746	1296	1319	1407	1181	1596	1121	1152	1510
SLC15A1	4	1	7	12	3	5	0	3	5
DOCK9	612	504	574	351	336	672	294	420	568
LOC105616225	5	6	2	0	0	181	8	5	11
UBAC2	593	429	499	407	397	392	360	384	482
GPR18	25	20	13	19	4	16	8	9	7
GPR183	106	75	106	71	57	120	59	48	104
LOC101111720	0	0	0	0	0	0	0	0	0
LOC114116703	0	0	0	0	0	1	1	0	0
TM9SF2	7854	3728	5203	3065	2576	4735	2920	3287	5810
TRNAG-CCC_72	0	0	0	0	0	0	0	0	0
LOC114116734	0	0	0	0	0	0	0	0	0
CLYBL	848	601	892	577	610	975	428	439	1077
LOC114116716	0	0	1	0	0	0	6	2	0
LOC105616228	0	0	0	0	3	0	0	0	2
ZIC5	0	0	0	0	0	0	0	0	1
ZIC2	0	0	0	16	11	1	0	0	4
PCCA	4038	1868	2784	1479	1515	1730	1956	2232	2563
GGACT	7780	3247	3521	8147	7703	2347	7838	6333	8244
TMTC4	1032	548	564	484	388	741	429	544	921
LOC114116643	0	1	0	0	0	1	0	3	5
LOC101112491	169	0	2	224	222	2	1	1	1
NALCN	34	48	28	37	51	71	46	54	58
LOC114116676	12	7	2	1	4	4	4	5	6
LOC101102891	0	1	2	0	0	0	2	0	0
LOC114116717	0	0	0	0	0	0	0	0	0
LOC101112990	60	83	21	62	33	40	50	14	32
FGF14	0	0	0	0	4	6	1	0	0
LOC105616237	0	0	0	0	0	0	0	0	0
TRNAG-CCC_73	0	0	0	0	0	0	0	0	0
TPP2	1108	618	756	494	435	663	624	557	830
METTL21C	0	0	0	0	0	0	0	4	0
CCDC168	7	1	1	0	2	4	1	5	0
TEX30	56	39	65	26	33	65	31	35	64
KDELC1	351	168	173	178	160	169	195	170	197
BIVM	702	360	417	375	276	421	328	331	431
ERCC5	655	366	490	488	427	490	346	357	604
LOC101114712	9	0	1	0	2	0	0	0	0
SLC10A2	1482	352	569	149	173	350	373	592	662
EFNB2	673	470	487	631	552	748	796	493	734
ARGLU1	2321	1619	1433	2687	2545	2591	1689	1385	2176
LOC105607421	4	0	0	5	0	4	0	1	0
FAM155A	22	4	49	15	23	15	23	22	24
TRNAY-GUA_15	0	0	1	0	0	1	0	1	0
LIG4	530	389	367	174	142	418	296	242	491
ABHD13	1631	784	958	866	680	1321	796	635	1301
TNFSF13B	376	196	213	105	58	151	187	113	324
LOC114116728	0	0	0	0	0	0	0	0	0
MYO16	16	12	1	19	21	4	10	17	20
TRNAY-GUA_16	0	0	0	0	0	0	0	0	0
LOC105607413	0	0	0	0	0	0	0	0	0
LOC114116644	0	0	0	0	0	0	0	0	0
LOC105607410	0	0	0	5	1	0	0	2	0
IRS2	778	406	611	459	452	810	552	822	629
LOC114116738	0	0	0	0	0	0	0	0	0
COL4A1	4796	2804	3352	4902	4953	4907	6315	4684	7720
COL4A2	2846	1666	1901	4903	5204	3685	4796	3767	4375
RAB20	147	60	63	255	272	199	158	60	103
NAXD	1388	691	626	1784	1778	1134	1250	1100	1619
LOC114116646	104	50	60	121	130	107	80	62	121
CARS2	1500	795	715	1512	1426	1252	889	997	1717
LOC114116647	2	0	2	6	2	8	5	1	4
ING1	252	211	172	372	461	293	236	208	219
ANKRD10	1058	625	521	1205	1104	1512	652	599	967
LOC105607406	0	0	0	0	0	0	0	0	0
LOC114116678	139	114	98	64	73	130	147	102	112
LOC114116679	5	57	1	0	1	3	0	0	15
LOC114116706	5	3	2	10	5	14	8	3	2
TEX29	0	0	0	0	0	0	3	0	0
LOC101116845	1451	851	706	2021	1949	1389	1049	1037	1469
SOX1	0	0	0	0	0	0	0	0	0
LOC114116708	1	0	0	0	2	0	0	0	0
SPACA7	0	0	0	0	10	2	1	2	5
TUBGCP3	1376	792	619	763	775	1090	776	791	1131
ATP11A	2878	966	1538	860	880	1700	1445	1092	1610
MCF2L	428	119	326	362	377	197	270	276	348
F7	1435	195	426	1540	1466	434	848	1004	582
F10	2915	1072	1313	1680	1628	1876	1616	1787	2451
PROZ	5	8	3	34	31	11	10	8	2
LOC105607399	0	0	0	4	1	1	0	0	0
PCID2	472	315	261	670	702	480	396	309	503
CUL4A	3334	1865	2015	2537	2189	2377	2377	2150	3491
LAMP1	18257	11210	12702	12252	11398	8128	15210	11280	18305
GRTP1	1827	887	691	2332	2257	1051	1222	1281	1633
LOC114116680	0	2	3	8	4	2	8	6	2
ADPRHL1	0	0	0	0	0	1	0	0	0
LOC114116648	0	0	0	0	0	0	0	1	0
LOC101120174	65	43	29	43	41	58	26	37	47
TMCO3	993	508	632	785	727	1042	677	518	1056
TFDP1	616	270	340	425	344	301	302	234	595
ATP4B	0	0	0	0	0	0	0	0	1
GRK1	0	0	0	0	0	0	0	0	0
TMEM255B	5	0	2	0	1	7	0	1	0
GAS6	1572	1157	799	2500	2570	3124	1052	1296	1621
LOC114116649	1	0	0	0	0	1	2	1	1
C10H13orf46	0	0	0	0	0	0	0	0	0
RASA3	679	551	429	836	870	712	407	427	698
CFAP97D2	0	0	0	0	0	0	0	0	1
CDC16	683	409	445	489	494	504	394	344	586
UPF3A	135	99	96	133	113	107	65	63	131
CHAMP1	843	404	542	438	391	625	374	470	720
LOC105610541	0	0	1	2	0	0	0	0	0
LOC105610540	8	2	9	7	9	4	7	15	3
HELZ	2453	1145	1113	809	874	1707	1215	1244	1475
CACNG1	34	5	5	27	27	15	15	6	16
CACNG4	23	8	12	13	20	27	20	10	21
LOC105610542	0	2	4	5	1	1	11	0	3
CACNG5	3	2	7	13	6	5	5	0	4
PRKCA	852	347	442	342	287	485	434	476	646
APOH	955	92	500	136	82	65	497	464	67
CEP112	302	209	174	260	201	230	171	145	218
LOC114116807	5	2	1	6	4	0	6	0	3
AXIN2	92	33	51	80	65	113	58	59	62
RGS9	19	11	28	11	19	26	7	9	19
LOC114116808	6	6	9	21	19	9	2	4	6
LOC114116809	5	2	1	5	10	20	2	7	3
GNA13	2890	2162	2429	1529	1205	2432	1676	1647	2905
LOC105610545	14	7	2	25	22	34	12	8	12
AMZ2	1350	830	872	1232	1070	745	1133	843	1086
ARSG	1846	1169	920	2049	2299	1368	2258	1558	2043
SLC16A6	3719	2490	4344	2075	1631	549	3648	2947	5260
WIPI1	1221	970	825	1020	1090	732	1564	1117	1896
LOC105610547	3	0	0	0	0	0	2	0	0
PRKAR1A	6723	4062	4694	7754	7470	5099	5179	5135	5481
LOC114116939	3	0	0	0	1	4	4	0	4
FAM20A	113	66	69	161	159	100	62	75	191
LOC114116811	3	0	0	2	10	0	1	0	5
LOC101108503	1	2	0	0	0	0	1	0	0
LOC105610550	0	0	1	0	0	0	0	0	0
LOC101115808	23	56	18	4	10	34	21	9	53
ABCA6	134	125	83	107	75	163	50	25	78
ABCA10	14	21	6	10	9	30	2	0	24
ABCA5	698	409	379	254	283	558	340	319	642
LOC114116944	5	2	4	2	0	0	2	0	3
LOC105610551	5	0	12	7	1	6	4	0	12
MAP2K6	555	336	362	528	528	171	512	319	906
LOC114116945	0	3	3	4	4	2	0	1	0
LOC105606327	0	0	0	0	0	0	0	0	0
KCNJ16	9516	5112	7475	7072	6129	4580	7503	7158	12731
KCNJ2	78	87	30	74	36	152	53	74	101
LOC114116813	0	0	0	0	0	2	0	0	0
SOX9	95	47	29	69	46	248	66	29	148
LOC105616444	57	22	32	41	32	52	49	55	21
SLC39A11	897	355	432	535	468	541	544	412	696
SSTR2	82	0	49	7	6	27	18	9	25
TRNAG-CCC_74	0	0	0	0	0	0	0	0	0
COG1	1369	628	627	1209	1185	1076	893	888	1291
FAM104A	481	402	387	528	557	494	413	367	479
C11H17orf80	320	268	229	365	429	305	232	232	448
CDC42EP4	608	595	728	936	886	738	586	573	1172
SDK2	91	53	86	36	51	124	87	77	95
LOC114116946	0	0	0	0	0	0	0	0	0
LOC114116814	0	0	0	0	2	0	1	0	0
LOC114116815	0	0	0	0	0	0	2	0	0
RPL38	1386	2293	1378	3490	3754	1272	1799	1933	1382
TTYH2	1361	750	763	1025	1159	503	1247	1367	1960
DNAI2	30	10	17	9	4	4	1	1	11
KIF19	1	1	0	0	0	0	0	1	1
TRNAC-GCA_181	0	0	0	0	0	0	0	0	0
BTBD17	2	0	0	1	0	0	1	1	3
GPR142	0	0	0	2	0	0	0	0	0
LOC114116816	19	5	2	13	18	8	48	14	25
GPRC5C	1355	504	405	793	790	684	1021	721	1182
CD300A	34	27	16	1	5	19	17	8	30
CD300LB	0	0	1	0	0	1	0	0	2
LOC101104414	63	45	35	54	42	30	20	5	15
CD300H	16	10	6	21	3	6	2	7	10
LOC101103909	3	9	5	16	4	11	2	1	5
LOC101103658	0	2	1	0	0	0	0	0	0
CD300E	24	14	24	2	11	3	20	4	14
RAB37	29	23	11	29	33	45	11	7	22
CD300LF	28	15	12	28	27	14	14	5	23
SLC9A3R1	15701	7271	8872	11712	12475	7250	12889	12712	11651
NAT9	364	299	207	552	597	405	222	271	350
TMEM104	288	143	169	253	275	208	301	191	281
LOC114116817	0	0	0	0	0	0	0	0	0
GRIN2C	135	88	59	185	206	197	79	139	159
FDXR	179	69	60	140	164	156	166	94	156
FADS6	11	18	5	39	32	25	4	6	22
USH1G	0	0	0	0	0	3	0	0	0
OTOP2	0	0	0	0	0	0	0	0	0
OTOP3	0	0	0	0	0	0	0	0	0
HID1	287	164	133	375	374	351	229	149	275
CDR2L	139	83	74	153	196	144	194	118	199
LOC114116818	3	0	0	4	0	1	0	8	0
MRPL58	1054	764	607	1116	989	746	744	629	956
TRNAR-CCU_13	0	0	0	0	0	0	0	0	0
TRNAR-CCU_14	0	0	0	0	0	0	0	0	0
TRNAR-UCG_1	0	0	0	3	0	0	0	0	0
TRNAR-CCU_15	1	0	0	0	0	1	0	0	0
ATP5PD	4294	2938	3325	4386	3737	2903	2840	2594	3744
KCTD2	1618	881	912	1153	1010	1425	752	932	1405
LOC101122710	2	0	0	3	4	1	1	0	5
TRNAG-UCC_29	0	0	0	0	0	0	0	0	0
SLC16A5	346	156	117	379	464	314	293	304	404
ARMC7	165	148	72	390	391	217	183	193	235
NT5C	2	6	4	23	16	17	15	11	5
JPT1	252	214	154	425	359	406	205	171	328
SUMO2	2218	1494	1716	2859	2451	2343	1493	1399	1996
LOC114116947	6	3	4	11	6	13	7	4	5
NUP85	510	279	268	409	397	400	305	290	488
GGA3	752	421	446	659	697	743	657	530	725
MRPS7	462	310	274	498	471	326	419	310	440
MIF4GD	775	349	460	694	736	669	756	598	669
SLC25A19	203	112	137	178	186	216	148	153	196
LOC114117037	0	0	0	0	1	0	0	0	0
GRB2	1365	848	1094	1312	1240	1296	1012	867	1591
LOC114117029	0	0	0	0	0	0	0	0	0
TMEM94	1810	723	901	1263	1082	1345	1135	1243	1527
CASKIN2	889	602	437	808	854	1149	921	938	876
TSEN54	379	311	307	500	521	469	288	323	390
LLGL2	1352	755	516	1502	1237	1364	1134	1170	1495
MYO15B	81	21	16	80	105	628	43	71	44
RECQL5	255	116	175	380	346	250	252	216	317
SMIM5	236	194	109	573	458	382	165	243	364
SMIM6	19	12	9	18	16	6	3	10	12
SAP30BP	622	470	408	1003	1030	602	541	487	722
ITGB4	246	160	133	193	190	245	161	148	173
TRNAA-AGC_6	0	0	0	0	0	0	0	0	3
GALK1	443	208	229	646	776	438	571	422	612
LOC101108931	7002	5024	5102	5759	5177	7643	3269	3700	6204
UNK	242	153	148	292	224	270	205	199	247
LOC114116820	9	4	5	0	5	11	4	0	9
UNC13D	80	70	39	148	172	179	95	97	142
LOC114116821	0	1	0	0	0	0	2	2	0
WBP2	1241	853	956	1942	1721	1143	1741	1529	1422
TRIM47	256	157	162	429	421	363	312	319	405
TRIM65	522	328	330	429	541	585	444	372	579
LOC114116823	244	185	189	185	174	222	182	157	246
MRPL38	410	262	283	469	488	436	438	352	536
FBF1	870	443	553	693	742	636	624	570	810
ACOX1	22730	12772	17759	8155	6513	5127	14400	12811	21295
TEN1	1778	907	963	2364	2042	724	1667	1452	1932
TRNAG-CCC_75	1	0	4	2	2	5	0	1	0
CDK3	131	69	50	442	514	156	270	163	214
EVPL	43	27	6	41	47	28	37	20	36
SRP68	915	747	732	966	1003	942	708	632	866
GALR2	0	0	0	0	0	0	1	0	0
ZACN	18	17	14	51	48	14	28	19	21
EXOC7	782	561	456	855	861	657	590	508	564
FOXJ1	46	42	30	146	194	190	89	73	20
RNF157	726	487	351	421	505	615	527	414	529
UBALD2	276	250	201	527	600	342	480	483	441
QRICH2	10	2	3	2	17	12	12	3	11
PRPSAP1	1022	598	612	947	870	870	736	783	825
SPHK1	10	8	1	14	28	27	17	8	5
UBE2O	330	227	172	358	309	315	325	323	382
AANAT	2	0	0	3	0	0	2	0	0
LOC105601853	0	0	0	0	0	0	0	0	0
RHBDF2	232	152	92	121	165	285	110	107	142
LOC114116825	6	6	3	8	3	9	5	6	0
CYGB	232	73	68	118	114	158	131	112	97
PRCD	0	0	0	1	0	0	0	0	1
LOC105616421	6	2	9	0	7	4	0	0	1
LOC101104162	844	807	533	511	494	356	325	419	835
LOC114117057	0	2	1	0	0	0	1	0	0
LOC114117058	0	0	0	1	0	0	0	3	0
LOC114117059	0	0	0	0	0	0	0	0	0
ST6GALNAC2	304	244	220	311	398	420	216	207	252
ST6GALNAC1	0	1	1	0	0	0	1	1	6
LOC114116949	3	0	0	0	0	2	0	0	0
LOC114116826	4	3	2	0	3	11	0	2	5
MXRA7	691	537	476	902	822	1007	493	440	764
JMJD6	263	241	187	318	343	244	214	223	340
METTL23	235	167	135	534	443	272	206	176	355
SRSF2	1235	783	712	783	908	1385	1117	1067	1522
MFSD11	890	531	525	380	428	705	544	363	695
LOC114116941	0	0	0	0	0	0	0	0	0
MGAT5B	0	1	0	0	5	1	0	0	0
LOC114116950	0	0	0	0	3	7	2	0	0
LOC105606290	39	18	19	85	74	27	21	26	32
LOC114117076	9	3	12	23	7	12	0	3	10
SEC14L1	1362	1012	1131	953	1017	1383	1227	1193	1403
LOC105606289	0	0	0	0	0	2	1	0	0
SEPT9	1647	1170	1112	2182	1795	1490	1588	1240	1439
LOC114116827	10	4	8	15	8	18	10	4	5
LOC114116951	1	0	6	22	17	28	4	14	15
LOC105606285	10	6	5	2	7	37	9	6	18
LOC105606284	2	0	1	3	1	1	0	1	0
LOC114117096	0	0	0	0	0	0	0	0	0
TNRC6C	382	218	231	94	134	290	354	332	326
TMC6	716	496	294	854	965	1103	693	670	1090
TMC8	142	94	67	126	140	148	131	88	154
SYNGR2	1192	557	608	1326	1078	961	880	836	1039
TK1	2	3	6	19	15	9	12	8	14
TRNAS-GGA_79	0	0	0	0	0	0	0	0	0
AFMID	257	153	133	152	189	472	481	120	597
BIRC5	14	11	8	17	26	31	15	18	29
LOC114116830	2379	1452	1611	2010	1822	2032	758	942	2592
TMEM235	2	0	0	0	4	3	0	0	0
LOC101113775	530	272	265	621	790	520	507	498	566
LOC105606280	9	4	1	21	12	0	3	5	2
LOC114116952	0	0	0	0	0	0	1	0	0
SOCS3	86	123	59	75	88	101	42	60	53
PGS1	252	156	147	186	246	264	169	173	200
DNAH17	38	41	29	39	63	59	57	29	71
LOC114116831	9	18	1	10	12	10	5	15	41
CYTH1	505	409	455	399	298	525	313	257	381
USP36	651	618	412	645	639	654	562	478	599
TIMP2	612	332	393	326	392	437	481	251	359
CEP295NL	0	3	3	0	0	0	0	0	1
LGALS3BP	2318	1258	1003	1505	1468	1388	1461	1102	2077
CANT1	527	356	362	489	399	392	391	354	394
C1QTNF1	259	280	184	593	510	400	186	282	388
ENGASE	115	58	58	212	138	137	107	86	126
RBFOX3	0	1	2	0	1	6	1	2	0
LOC114117083	0	0	0	0	0	0	0	0	0
LOC114116953	0	0	3	0	3	0	0	0	1
LOC114116832	4	1	6	6	9	6	5	6	0
ENPP7	1	7	15	0	2	7	8	15	0
CBX2	22	15	13	10	34	22	14	21	9
CBX8	92	46	55	121	95	97	64	84	50
CBX4	316	286	266	410	432	423	380	271	531
TRNAC-GCA_182	0	0	0	0	0	0	0	0	0
TBC1D16	542	309	386	440	349	681	307	375	385
CCDC40	15	19	12	19	9	24	16	11	27
GAA	697	437	363	316	361	458	710	603	531
EIF4A3	1010	690	749	1010	1051	853	646	641	875
CARD14	219	75	67	68	88	48	100	58	168
SGSH	1011	471	680	558	592	459	793	594	851
SLC26A11	719	383	435	531	532	440	494	482	453
RNF213	4414	2276	1786	602	639	1073	807	694	2834
ENDOV	476	339	242	339	284	394	225	235	472
NPTX1	46	49	27	22	35	41	29	35	109
RPTOR	951	554	659	583	513	600	724	621	814
CHMP6	324	275	227	411	440	217	278	279	319
BAIAP2	956	652	550	706	833	746	719	671	924
AATK	25	24	19	62	31	35	13	14	14
PVALEF	0	0	0	0	0	0	0	0	0
CEP131	38	51	21	61	105	51	43	59	72
TEPSIN	340	184	175	332	291	248	225	213	350
NDUFAF8	410	303	286	544	425	259	367	221	352
SLC38A10	1414	612	807	1623	1326	1428	1401	1009	1518
BAHCC1	474	199	243	237	245	378	293	243	317
LOC105616404	25	14	11	25	20	27	14	16	43
ACTG1	32768	23422	20564	25654	23030	25209	13359	14553	25979
LOC105606270	14	10	6	5	7	9	13	7	5
FSCN2	0	0	0	17	5	0	3	0	9
FAAP100	203	49	100	136	160	223	129	188	180
NPLOC4	1775	906	949	1137	1053	1152	868	1048	1509
LOC114117136	0	0	0	0	0	0	1	0	0
TSPAN10	0	0	0	0	0	0	0	0	0
PDE6G	2	0	0	23	10	0	0	2	0
OXLD1	210	76	74	351	439	162	175	199	236
CCDC137	119	137	91	145	176	104	159	116	124
ARL16	174	74	62	40	56	80	39	75	56
HGS	807	527	507	433	581	603	646	613	784
LOC105606267	21	15	7	23	17	21	19	14	8
MRPL12	911	406	521	1538	1437	898	796	755	1160
SLC25A10	3628	1688	1493	1409	1618	1795	1828	1883	4029
GCGR	83	61	35	255	249	210	71	64	88
MCRIP1	483	264	246	991	956	562	599	514	523
PPP1R27	9	1	1	3	0	2	5	6	3
P4HB	9542	5375	6086	6805	5915	4669	7440	6618	8292
ARHGDIA	2445	1610	1760	3794	3715	2480	2548	2079	2536
ALYREF	369	265	219	516	384	423	238	233	413
ANAPC11	728	470	405	1271	1190	671	672	559	818
NPB	0	0	0	0	1	4	2	0	2
PCYT2	2891	1870	1661	3443	3413	3379	2373	2475	4628
SIRT7	282	277	156	365	391	289	275	253	362
MAFG	1093	732	861	538	563	635	950	856	1398
PYCR1	27	45	18	29	39	29	38	25	22
MYADML2	0	0	0	0	0	0	0	0	0
NOTUM	40	24	24	62	42	15	53	42	26
LOC114116955	2	2	10	21	36	1	9	18	10
ASPSCR1	1162	692	591	1613	1670	957	897	971	1022
CENPX	394	249	222	482	458	223	346	328	416
LRRC45	73	69	30	67	79	72	61	49	78
RAC3	105	61	56	332	333	135	169	83	96
DCXR	2324	633	1978	2412	2227	1650	853	2366	1782
LOC114116834	45	45	29	29	59	47	89	51	36
LOC105606262	2286	1220	1652	2629	2369	1660	1484	1790	1683
LOC101107035	3	0	0	6	2	1	0	2	0
RFNG	1138	612	697	992	1046	753	929	741	808
GPS1	1746	808	853	1265	1421	944	1564	1205	1400
DUS1L	1414	598	757	1173	1011	823	913	762	1193
FASN	526	293	248	532	486	933	486	386	481
CCDC57	98	83	62	122	119	104	75	98	104
SLC16A3	59	33	26	71	94	49	84	37	165
CSNK1D	2291	1436	1503	1864	1673	1833	1689	1486	2244
CD7	26	31	3	48	44	14	32	36	24
LOC101110855	456	273	222	740	689	564	462	347	704
LOC101106024	11	6	6	8	14	19	15	15	19
LOC106990448	0	0	0	0	0	0	0	0	0
LOC101105265	0	0	0	0	0	0	0	0	1
LOC101105014	0	0	0	0	0	0	0	0	0
UTS2R	0	0	0	0	0	0	0	0	0
OGFOD3	492	255	338	256	364	234	366	354	411
HEXD	399	188	207	494	461	356	235	214	347
LOC101109892	422	235	224	295	271	331	293	241	374
NARF	488	293	255	403	306	522	339	287	512
TRNAQ-UUG_3	0	3	0	0	0	0	0	0	0
TRNAM-CAU_11	0	0	0	0	0	0	0	0	0
LOC105612390	21	6	13	52	32	32	10	9	31
FOXK2	848	500	488	512	391	936	705	625	807
WDR45B	936	598	585	520	502	844	520	538	800
RAB40B	355	172	239	303	303	150	177	180	236
